,PropertyStreetNbrNameText,PropertyCityName,State,PropertyZipCode,TotalAssessedAmt,Lat,Lng,Arlington Cemetery,Ballston MU,Clarendon,Court House,Crystal City,East Falls Church,Pentagon,Pentagon City,Ronald Reagan Washington National Airport,Rosslyn,Virginia Square GMU,MinDistance
39,1118 B N STAFFORD ST,ARLINGTON,VA,22201,682800,38.889632399999996,-77.1116432,2.6301942717558204,0.5299172945434928,0.8999681015143695,1.4455612757501832,3.91804493494038,2.420913110971125,3.2613902976128446,3.3250073771590847,4.591304044110054,2.1906374575496996,0.6427442837002671,0.5299172945434928
40,5565 COLUMBIA PIKE 307,ARLINGTON,VA,22204,200500,38.854945,-77.122467,3.789736024412496,1.9582029063253197,2.6610481263423273,3.238307088527432,3.8007042077405555,2.786978144545079,3.7459490343155144,3.401477842230269,4.267050521104086,3.969907631975641,2.1781807282965286,1.9582029063253197
41,3513 S UTAH ST,ARLINGTON,VA,22206,495800,38.831039600000004,-77.0891458,3.953396566660496,3.718022391807305,3.886859611566884,4.187435981602108,2.6998046025288063,5.216437836525889,3.2865518499050097,2.7082899696749863,2.7754034323480776,4.640182627763524,3.659472703216989,2.6998046025288063
42,5600 8th ST N,ARLINGTON,VA,22205,694500,38.8748891,-77.1279101,3.545579041123169,1.0100565482673967,1.949590732431476,2.5850917923958634,4.268347407860249,1.6947450852259136,3.8803951115423154,3.737849462963709,4.866400445046609,3.3692921017257733,1.4212304410137693,1.0100565482673967
43,4210 36th ST S B1,ARLINGTON,VA,22206,251000,38.8286091,-77.08879240000002,4.104499013369355,3.8832638483515773,4.055798908886753,4.354163117489666,2.801540610832081,5.351704995370047,3.4188763963212403,2.8367263016892634,2.8408409525652636,4.80125446450061,3.8276687583231075,2.801540610832081
44,2500 B S ARLINGTON MILL DR 00002,ARLINGTON,VA,22206,517900,38.845772,-77.0966689,3.229716703857259,2.6244544172727684,2.856192280685945,3.2262021098808478,2.535821215321069,4.222162166575931,2.7982706724614523,2.301235828596153,2.876118506642994,3.771067469984954,2.5853021230792423,2.301235828596153
45,2415 N POTOMAC ST,ARLINGTON,VA,22207,983400,38.893522,-77.1516845,4.80018448024829,2.3051318347310024,3.06837558667505,3.595287397173899,5.925510928544298,0.6102406755533238,5.379770771149117,5.356573200423325,6.563280848397132,4.292397787206903,2.693869487975697,0.6102406755533238
46,1724 S POLLARD ST,ARLINGTON,VA,22204,553400,38.8527196,-77.0947687,2.7802890241192713,2.211490592158918,2.375239326982753,2.7354421909015527,2.3279711477804366,4.011189533851996,2.4395684445508703,1.9968663016787833,2.769150539605778,3.2865900805373043,2.131514829687669,1.9968663016787833
47,985 N POTOMAC ST,ARLINGTON,VA,22205,775000,38.87822979999999,-77.1477749,4.571346510860357,1.9693037968043525,2.891740309437358,3.505862179089623,5.358925106435359,0.679836267958811,4.964794124032171,4.830984089725644,5.949133791962597,4.27470103687059,2.4010575432785384,0.679836267958811
48,1225 N NASH ST 00001,ARLINGTON,VA,22209,485900,38.888828000000004,-77.07193099999998,0.5555593413370472,2.179121331742154,1.2587186227726614,0.7212406509569758,2.43631408483154,4.545460648989289,1.5039336589860162,1.8908116382763902,3.109265221855581,0.5545486079301708,1.7492726192590424,0.5545486079301708
49,27 S ABERDEEN ST,ARLINGTON,VA,22204,670800,38.8658675,-77.11462540000001,3.0542645388998344,1.1249732922038145,1.7998852849203621,2.389577179341606,3.4279392700972457,2.6207187843783073,3.176121326395903,2.93929955245,3.9894491296609202,3.137718948586424,1.3139659848404366,1.1249732922038145
50,4215 32nd RD S,ARLINGTON,VA,22206,442800,38.8366235,-77.08620570000001,3.536579657873683,3.4150532498123773,3.520874874199914,3.7959959571039543,2.330879736159551,5.062211986528029,2.877708561999025,2.3037450502385797,2.4708445550640916,4.231326343395795,3.3242087792789805,2.3037450502385797
51,1045 N UTAH ST 2-313,ARLINGTON,VA,22201,242000,38.883287100000004,-77.11356549999998,2.7117184316479017,0.14482746810289668,1.0206460642584654,1.6452309533493958,3.7756184830842554,2.305389067119378,3.2138889136219366,3.1972577072446855,4.42963639657739,2.4250263198567645,0.5411457320189141,0.14482746810289668
52,4433 26th RD N,ARLINGTON,VA,22207,1176000,38.906248,-77.11788670000001,3.3017083620614103,1.7129065234741991,1.7987891874232524,2.044852614463865,4.9073297236362565,2.517358844412496,4.127684852050669,4.308381732991903,5.5956403041167615,2.552425557298513,1.7943751618978188,1.7129065234741991
53,100 N GRANADA ST,ARLINGTON,VA,22203,702400,38.8682479,-77.12417950000001,3.469735249481249,1.1683131644841132,2.029904361451977,2.657410048761963,3.963366036209194,2.0994305941616567,3.675224918244504,3.4654270452710634,4.528940494477416,3.4335602918065526,1.4988250069316604,1.1683131644841132
